"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Apr 13 17:09:11 GMT 2023","Thu Apr 13 17:09:11 GMT 2023","0","vizsgaremek_tests","test_conduit","TestConduit","","","test_write_data",""
"broken","Thu Apr 13 17:09:08 GMT 2023","Thu Apr 13 17:09:08 GMT 2023","0","vizsgaremek_tests","test_conduit","TestConduit","","","test_read_data",""
"broken","Thu Apr 13 17:08:55 GMT 2023","Thu Apr 13 17:08:55 GMT 2023","0","vizsgaremek_tests","test_conduit","TestConduit","","","test_registration",""
"broken","Thu Apr 13 17:09:07 GMT 2023","Thu Apr 13 17:09:07 GMT 2023","0","vizsgaremek_tests","test_conduit","TestConduit","","","test_new_data",""
"broken","Thu Apr 13 17:09:07 GMT 2023","Thu Apr 13 17:09:07 GMT 2023","0","vizsgaremek_tests","test_conduit","TestConduit","","","test_all_pages",""
"broken","Thu Apr 13 17:09:10 GMT 2023","Thu Apr 13 17:09:10 GMT 2023","0","vizsgaremek_tests","test_conduit","TestConduit","","","test_delete_data",""
"broken","Thu Apr 13 17:09:09 GMT 2023","Thu Apr 13 17:09:09 GMT 2023","0","vizsgaremek_tests","test_conduit","TestConduit","","","test_modify_data",""
"broken","Thu Apr 13 17:09:12 GMT 2023","Thu Apr 13 17:09:12 GMT 2023","0","vizsgaremek_tests","test_conduit","TestConduit","","","test_logout",""
"broken","Thu Apr 13 17:09:03 GMT 2023","Thu Apr 13 17:09:03 GMT 2023","0","vizsgaremek_tests","test_conduit","TestConduit","","","test_registration1",""
"broken","Thu Apr 13 17:09:05 GMT 2023","Thu Apr 13 17:09:05 GMT 2023","0","vizsgaremek_tests","test_conduit","TestConduit","","","test_data_cookies",""
"broken","Thu Apr 13 17:09:06 GMT 2023","Thu Apr 13 17:09:06 GMT 2023","0","vizsgaremek_tests","test_conduit","TestConduit","","","test_list_data",""
"broken","Thu Apr 13 17:09:04 GMT 2023","Thu Apr 13 17:09:04 GMT 2023","0","vizsgaremek_tests","test_conduit","TestConduit","","","test_login",""
