"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 17:27:29 GMT 2023","Thu Apr 13 17:27:32 GMT 2023","3316","vizsgaremek_tests","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Apr 13 17:26:40 GMT 2023","Thu Apr 13 17:26:47 GMT 2023","6396","vizsgaremek_tests","test_conduit","TestConduit","","","test_all_pages",""
"passed","Thu Apr 13 17:26:37 GMT 2023","Thu Apr 13 17:26:39 GMT 2023","2387","vizsgaremek_tests","test_conduit","TestConduit","","","test_list_data",""
"passed","Thu Apr 13 17:27:25 GMT 2023","Thu Apr 13 17:27:27 GMT 2023","2419","vizsgaremek_tests","test_conduit","TestConduit","","","test_write_data",""
"passed","Thu Apr 13 17:26:54 GMT 2023","Thu Apr 13 17:27:03 GMT 2023","9248","vizsgaremek_tests","test_conduit","TestConduit","","","test_read_data",""
"passed","Thu Apr 13 17:26:48 GMT 2023","Thu Apr 13 17:26:53 GMT 2023","4438","vizsgaremek_tests","test_conduit","TestConduit","","","test_new_data",""
"passed","Thu Apr 13 17:26:18 GMT 2023","Thu Apr 13 17:26:24 GMT 2023","5374","vizsgaremek_tests","test_conduit","TestConduit","","","test_registration",""
"passed","Thu Apr 13 17:27:04 GMT 2023","Thu Apr 13 17:27:13 GMT 2023","8283","vizsgaremek_tests","test_conduit","TestConduit","","","test_modify_data",""
"passed","Thu Apr 13 17:26:33 GMT 2023","Thu Apr 13 17:26:36 GMT 2023","2076","vizsgaremek_tests","test_conduit","TestConduit","","","test_data_cookies",""
"passed","Thu Apr 13 17:26:27 GMT 2023","Thu Apr 13 17:26:32 GMT 2023","5273","vizsgaremek_tests","test_conduit","TestConduit","","","test_login",""
"passed","Thu Apr 13 17:27:14 GMT 2023","Thu Apr 13 17:27:24 GMT 2023","9852","vizsgaremek_tests","test_conduit","TestConduit","","","test_delete_data",""
"passed","Thu Apr 13 17:26:25 GMT 2023","Thu Apr 13 17:26:26 GMT 2023","894","vizsgaremek_tests","test_conduit","TestConduit","","","test_registration1",""
